num__Pokemon Height,num__Pokemon Weight,num__Male Ratio,num__Female Ratio,num__Base Happiness,num__Health Stat,num__Attack Stat,num__Defense Stat,num__Special Attack Stat,num__Special Defense Stat,num__Speed Stat,num__Base Stat Total,num__Health EV,num__Attack EV,num__Defense EV,num__Special Attack EV,num__Special Defense EV,num__Speed EV,num__EV Yield Total,num__Catch Rate,num__Experience Growth Total,num__Egg Cycle Count,cat__Legendary Type_Legendary,cat__Legendary Type_Mythical,cat__Legendary Type_Regular,cat__Legendary Type_Sub-Legendary,cat__Experience Growth_Erratic,cat__Experience Growth_Fast,cat__Experience Growth_Fluctuating,cat__Experience Growth_Medium Fast,cat__Experience Growth_Medium Slow,cat__Experience Growth_Slow,Primary Typing Label,Secondary Typing Label
-0.21697104192113392,-0.49427797819807723,1.521863733276306,-0.954513742085166,0.13434023811905296,-0.9938756446601387,-1.0089048300978216,-0.8307706925232912,-0.29376405856666854,-0.2770412264027847,-0.8532806512541051,-1.0598458146106307,-0.34576536313210415,-0.5775353773436832,-0.3850431264790927,0.6688690732825904,-0.3499884064711464,-0.4547463578275466,-1.275221536688967,-0.6509377040409272,-0.006714845750694841,-0.3820504766908067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9,13
-0.12218809296410743,-0.4464464241762393,1.521863733276306,-0.954513742085166,0.13434023811905296,-0.425200506789838,-0.5946065529623271,-0.3682116679632616,0.1722541306989047,0.26615056626340355,-0.346938286773647,-0.32455477353356516,-0.34576536313210415,-0.5775353773436832,-0.3850431264790927,0.6688690732825904,1.2197270378346594,-0.4547463578275466,0.04599801398647853,-0.6509377040409272,-0.006714845750694841,-0.3820504766908067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9,13
0.19375507022598085,0.23574131351226835,1.521863733276306,-0.954513742085166,0.13434023811905296,0.33303301037056277,0.04277541186151079,0.2925869385510662,0.7936117163863357,0.9904062898183212,0.32818486586696377,0.6896397658830768,-0.34576536313210415,-0.5775353773436832,-0.3850431264790927,1.8265270847332276,1.2197270378346594,-0.4547463578275466,1.367217564661924,-0.6509377040409272,-0.006714845750694841,-0.3820504766908067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9,13
0.3201323355020161,0.6709300427273508,1.521863733276306,-0.954513742085166,1.1226744150167165,0.33303301037056277,0.6164191802029648,1.614184151579722,1.4771050606425096,1.714662013373239,0.32818486586696377,1.5348018820636118,-0.34576536313210415,-0.5775353773436832,-0.3850431264790927,1.8265270847332276,1.2197270378346594,-0.4547463578275466,1.367217564661924,-0.6509377040409272,-0.006714845750694841,-0.3820504766908067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9,13
-0.24856535824014273,-0.48173199681530005,1.521863733276306,-0.954513742085166,0.13434023811905296,-1.2213456998082588,-0.913297535374246,-1.0290102744775895,-0.4491034549885263,-0.8202330190689731,-0.1781574986134943,-1.1359104050668787,-0.34576536313210415,-0.5775353773436832,-0.3850431264790927,-0.48878893816804686,-0.3499884064711464,0.9696331852517758,-1.275221536688967,-0.6509377040409272,-0.006714845750694841,-0.3820504766908067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,6
-0.09059377664509857,-0.39939899399082496,1.521863733276306,-0.954513742085166,0.13434023811905296,-0.5010238585058782,-0.5308683564799432,-0.5334113195918436,0.1722541306989047,-0.2770412264027847,0.32818486586696377,-0.32455477353356516,-0.34576536313210415,-0.5775353773436832,-0.3850431264790927,0.6688690732825904,-0.3499884064711464,0.9696331852517758,0.04599801398647853,-0.6509377040409272,-0.006714845750694841,-0.3820504766908067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,6
0.09897212126895434,0.161249549052029,1.521863733276306,-0.954513742085166,0.13434023811905296,0.2572096586545227,0.10651360834389458,0.12738728692248427,1.0732226299456795,0.447214497152133,1.0033080185075747,0.765704356339325,-0.34576536313210415,-0.5775353773436832,-0.3850431264790927,2.984185096183865,-0.3499884064711464,-0.4547463578275466,1.367217564661924,-0.6509377040409272,-0.006714845750694841,-0.3820504766908067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,7
0.09897212126895434,0.31807431633674343,1.521863733276306,-0.954513742085166,1.1226744150167165,0.2572096586545227,1.5724921274387216,1.2177049876711252,1.725648094917482,0.447214497152133,1.0033080185075747,1.6108664725198598,-0.34576536313210415,-0.5775353773436832,-0.3850431264790927,2.984185096183865,-0.3499884064711464,-0.4547463578275466,1.367217564661924,-0.6509377040409272,-0.006714845750694841,-0.3820504766908067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,2
0.09897212126895434,0.2396619326943862,1.521863733276306,-0.954513742085166,1.1226744150167165,0.2572096586545227,0.7438955731677325,0.12738728692248427,2.6266165941642567,1.5335980824845097,1.0033080185075747,1.6108664725198598,-0.34576536313210415,-0.5775353773436832,-0.3850431264790927,2.984185096183865,-0.3499884064711464,-0.4547463578275466,1.367217564661924,-0.6509377040409272,-0.006714845750694841,-0.3820504766908067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,7
-0.28015967455915153,-0.47781137763318215,1.521863733276306,-0.954513742085166,0.13434023811905296,-1.0317873205181587,-1.0407739283390136,-0.3021318073118288,-0.7597822478322417,-0.3132540125805306,-0.9207929665181662,-1.093652299257852,-0.34576536313210415,-0.5775353773436832,1.1712689116849049,-0.48878893816804686,-0.3499884064711464,-0.4547463578275466,-1.275221536688967,-0.6509377040409272,-0.006714845750694841,-0.3820504766908067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17,17
